Paintings,"Score (P,U)",Room_ID,image,Stories,"Score (P,pop)"
000-03TC-0000,0.9740807973753176,006-000F-0000,"https://media.ng-london.org.uk/iiif/009-01BI-0000/full/256,/0/default.jpg",Uncategorised,0
000-03SU-0000,0.9738828792864552,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-012I-0000/full/256,/0/default.jpg",Uncategorised,0
000-030X-0000,0.9735074058257496,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00S5-0000/full/256,/0/default.jpg",Uncategorised,0
000-03OE-0000,0.9734911103597192,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01SH-0000/full/256,/0/default.jpg",Uncategorised,0
000-030J-0000,0.9731643395239148,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00OX-0000/full/256,/0/default.jpg",Uncategorised,0
000-03ZO-0000,0.9730192482791996,006-001E-0000,"https://media.ng-london.org.uk/iiif/009-00MW-0000/full/256,/0/default.jpg",Uncategorised,0
000-01DH-0000,0.9727876769363282,006-002U-0000,"https://media.ng-london.org.uk/iiif/009-00ML-0000/full/256,/0/default.jpg",Uncategorised,0
000-04RM-0000,0.972760009716604,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00JA-0000/full/256,/0/default.jpg",Uncategorised,0
000-02R1-0000,0.9726623957597385,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01N3-0000/full/256,/0/default.jpg",Uncategorised,0
000-04GQ-0000,0.9721513535206744,006-001E-0000,"https://media.ng-london.org.uk/iiif/009-019J-0000/full/256,/0/default.jpg",Uncategorised,0
000-03U4-0000,0.9720721381431336,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00T4-0000/full/256,/0/default.jpg",Uncategorised,0
000-01BY-0000,0.9720305986119496,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01F5-0000/full/256,/0/default.jpg",Uncategorised,0
000-042L-0000,0.9716806018941279,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-0075-0000/full/256,/0/default.jpg",Uncategorised,0
000-02N8-0000,0.9716132099578371,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00KR-0000/full/256,/0/default.jpg",Uncategorised,0
000-04UJ-0000,0.9715376518873308,006-0001-0000,"https://media.ng-london.org.uk/iiif/009-00G5-0000/full/256,/0/default.jpg",Uncategorised,0
000-02RC-0000,0.9715054711386846,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-009O-0000/full/256,/0/default.jpg",Uncategorised,0
000-02YI-0000,0.9713326652635712,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00J8-0000/full/256,/0/default.jpg",Uncategorised,0
000-0437-0000,0.9712667380224254,006-001Q-0000,"https://media.ng-london.org.uk/iiif/009-017O-0000/full/256,/0/default.jpg",Womens Lives,0
000-03NN-0000,0.9712563847163174,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00P3-0000/full/256,/0/default.jpg",Uncategorised,0
000-03MR-0000,0.9711878790958184,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01QU-0000/full/256,/0/default.jpg",Uncategorised,0
000-04OY-0000,0.9708750072029066,006-0001-0000,"https://media.ng-london.org.uk/iiif/009-00NV-0000/full/256,/0/default.jpg",Uncategorised,0
000-04KJ-0000,0.9707064996062122,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00CR-0000/full/256,/0/default.jpg",Uncategorised,0
000-03PW-0000,0.9705138330933804,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00OM-0000/full/256,/0/default.jpg",Uncategorised,0
000-03QF-0000,0.9701818381128192,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01MQ-0000/full/256,/0/default.jpg",Uncategorised,0
000-04NU-0000,0.9701027508088358,006-002H-0000,"https://media.ng-london.org.uk/iiif/009-017G-0000/full/256,/0/default.jpg",Uncategorised,0
000-044H-0000,0.9700374502824624,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00BE-0000/full/256,/0/default.jpg",Uncategorised,0
000-0434-0000,0.9697903972336164,006-0009-0000,"https://media.ng-london.org.uk/iiif/009-00A2-0000/full/256,/0/default.jpg",Uncategorised,0
000-02T5-0000,0.9696770549330584,006-001B-0000,"https://media.ng-london.org.uk/iiif/009-00EL-0000/full/256,/0/default.jpg",Uncategorised,0
000-031M-0000,0.9696270989558426,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-000M-0000/full/256,/0/default.jpg",Uncategorised,0
000-04SW-0000,0.9695475364949048,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01ID-0000/full/256,/0/default.jpg",Uncategorised,0
000-03F7-0000,0.9694925133990321,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01EE-0000/full/256,/0/default.jpg",Uncategorised,0
000-02SP-0000,0.9694120706846888,006-0025-0000,"https://media.ng-london.org.uk/iiif/009-01GT-0000/full/256,/0/default.jpg",Uncategorised,0
000-044X-0000,0.9693887652167176,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-0026-0000/full/256,/0/default.jpg",Uncategorised,0
000-03UH-0000,0.9688159032172544,006-001Z-0000,"https://media.ng-london.org.uk/iiif/009-01PH-0000/full/256,/0/default.jpg",Uncategorised,0
000-03J5-0000,0.968801966258254,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01MX-0000/full/256,/0/default.jpg",Uncategorised,0
000-03UT-0000,0.96872902508823,006-002H-0000,"https://media.ng-london.org.uk/iiif/009-00D8-0000/full/256,/0/default.jpg",Uncategorised,0
000-044J-0000,0.9686327502585864,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01NH-0000/full/256,/0/default.jpg",Contemporary_Style_and_Fashion,0
000-02WM-0000,0.9686157369056444,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01TR-0000/full/256,/0/default.jpg",Uncategorised,0
000-04Q5-0000,0.9684083678159006,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00EA-0000/full/256,/0/default.jpg",Uncategorised,0
000-04SR-0000,0.9683977063422016,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01OX-0000/full/256,/0/default.jpg",Uncategorised,0
000-02YK-0000,0.9683800586961362,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01SO-0000/full/256,/0/default.jpg",Uncategorised,0
000-04I6-0000,0.9682474133089612,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01OV-0000/full/256,/0/default.jpg",Womens Lives,0
000-03PK-0000,0.967985875030808,006-001F-0000,"https://media.ng-london.org.uk/iiif/009-01JN-0000/full/256,/0/default.jpg",Uncategorised,0
000-04FV-0000,0.9677741681164252,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-0166-0000/full/256,/0/default.jpg",Uncategorised,0
000-02Y6-0000,0.9677680338646796,006-000T-0000,"https://media.ng-london.org.uk/iiif/009-005C-0000/full/256,/0/default.jpg",Uncategorised,0
000-02TQ-0000,0.9674399804138208,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00JK-0000/full/256,/0/default.jpg",Uncategorised,0
000-04OG-0000,0.9673909574597332,006-0001-0000,"https://media.ng-london.org.uk/iiif/009-00N0-0000/full/256,/0/default.jpg",Uncategorised,0
000-03SN-0000,0.9668705509266556,006-000N-0000,"https://media.ng-london.org.uk/iiif/009-00FB-0000/full/256,/0/default.jpg",Uncategorised,0
000-02WK-0000,0.9667911787789194,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00TQ-0000/full/256,/0/default.jpg",Uncategorised,0
000-03H0-0000,0.9666463433381032,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01QZ-0000/full/256,/0/default.jpg",Uncategorised,0
000-08FF-0000,0.966342648357736,006-0007-0000,"https://media.ng-london.org.uk/iiif/009-00OY-0000/full/256,/0/default.jpg",Uncategorised,0
000-03IY-0000,0.9662795946888156,006-001A-0000,"https://media.ng-london.org.uk/iiif/009-00LN-0000/full/256,/0/default.jpg",Contemporary_Style_and_Fashion,0
000-06PO-0000,0.9660959320649578,006-001T-0000,"https://media.ng-london.org.uk/iiif/009-00S0-0000/full/256,/0/default.jpg",Uncategorised,0
000-02QJ-0000,0.9660374051671754,006-000L-0000,"https://media.ng-london.org.uk/iiif/009-00YM-0000/full/256,/0/default.jpg",Uncategorised,0
000-04TO-0000,0.9660269401550772,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-012K-0000/full/256,/0/default.jpg",Uncategorised,0
000-04HG-0000,0.9659305109833659,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01RT-0000/full/256,/0/default.jpg",Uncategorised,0
000-04GN-0000,0.9659158918801158,006-001C-0000,"https://media.ng-london.org.uk/iiif/009-00MF-0000/full/256,/0/default.jpg",Uncategorised,0
000-0185-0000,0.9658747393591968,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00XT-0000/full/256,/0/default.jpg",Uncategorised,0
000-04GT-0000,0.9658396662834292,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00FN-0000/full/256,/0/default.jpg",Uncategorised,0
000-042X-0000,0.9657883914041174,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01EM-0000/full/256,/0/default.jpg",Uncategorised,0
000-02R7-0000,0.9657690806794951,006-001K-0000,"https://media.ng-london.org.uk/iiif/009-01LE-0000/full/256,/0/default.jpg",Uncategorised,0
000-03SP-0000,0.9656969788559464,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-012X-0000/full/256,/0/default.jpg",Uncategorised,0
000-02Q0-0000,0.9656242649466736,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00GP-0000/full/256,/0/default.jpg",Uncategorised,0
000-04OA-0000,0.9655580455374452,006-0001-0000,"https://media.ng-london.org.uk/iiif/009-012W-0000/full/256,/0/default.jpg",Uncategorised,0
000-01CN-0000,0.9652915882291012,006-0009-0000,"https://media.ng-london.org.uk/iiif/009-00YI-0000/full/256,/0/default.jpg",Uncategorised,0
000-03R9-0000,0.9651839568178436,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00R5-0000/full/256,/0/default.jpg",Uncategorised,0
000-02RP-0000,0.9651327501584984,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01CK-0000/full/256,/0/default.jpg",Uncategorised,0
000-02ZZ-0000,0.9650293780006424,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-015O-0000/full/256,/0/default.jpg",Uncategorised,0
000-03TD-0000,0.9649714950908974,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01T0-0000/full/256,/0/default.jpg",Uncategorised,0
000-02RT-0000,0.9649494042557056,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-017W-0000/full/256,/0/default.jpg",Uncategorised,0
000-04V5-0000,0.9648487500590152,006-001Q-0000,"https://media.ng-london.org.uk/iiif/009-01T3-0000/full/256,/0/default.jpg",Uncategorised,0
000-02ND-0000,0.9648307587782043,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-000B-0000/full/256,/0/default.jpg",Water,0
000-03M4-0000,0.9647553456670795,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-0089-0000/full/256,/0/default.jpg",Monsters_and_Demons,0
000-02QE-0000,0.9647428047283966,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-004C-0000/full/256,/0/default.jpg",Uncategorised,0
000-041R-0000,0.9643471747669672,006-000C-0000,"https://media.ng-london.org.uk/iiif/009-01CE-0000/full/256,/0/default.jpg",Uncategorised,0
000-03GA-0000,0.9643455575802662,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-0126-0000/full/256,/0/default.jpg",Uncategorised,0
000-03MP-0000,0.9642103290433734,006-0018-0000,"https://media.ng-london.org.uk/iiif/009-002L-0000/full/256,/0/default.jpg",Uncategorised,0
000-02PP-0000,0.9638910164503712,006-001D-0000,"https://media.ng-london.org.uk/iiif/009-01DE-0000/full/256,/0/default.jpg",Uncategorised,0
000-04P3-0000,0.9637939850257559,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00G9-0000/full/256,/0/default.jpg",Uncategorised,0
000-03HO-0000,0.963789159924966,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00VE-0000/full/256,/0/default.jpg",Uncategorised,0
000-044Y-0000,0.9635760344998974,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01FC-0000/full/256,/0/default.jpg",Uncategorised,0
000-042I-0000,0.9632535446050294,006-001A-0000,"https://media.ng-london.org.uk/iiif/009-01L5-0000/full/256,/0/default.jpg",Uncategorised,0
000-03TO-0000,0.9631256476446683,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-0072-0000/full/256,/0/default.jpg",Uncategorised,0
000-03RF-0000,0.9629729478687192,006-000W-0000,"https://media.ng-london.org.uk/iiif/009-014T-0000/full/256,/0/default.jpg",Uncategorised,0
000-031K-0000,0.9629380708340284,006-001O-0000,"https://media.ng-london.org.uk/iiif/009-0138-0000/full/256,/0/default.jpg",Uncategorised,0
000-03J1-0000,0.9626150900883292,006-000N-0000,"https://media.ng-london.org.uk/iiif/009-01J6-0000/full/256,/0/default.jpg",Uncategorised,0
000-03PM-0000,0.9624553949991546,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-012C-0000/full/256,/0/default.jpg",Uncategorised,0
000-02TI-0000,0.96225956346673,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00N5-0000/full/256,/0/default.jpg",Uncategorised,0
000-03RA-0000,0.962189291804478,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01DP-0000/full/256,/0/default.jpg",Uncategorised,0
000-03HL-0000,0.9621531924290188,006-000V-0000,"https://media.ng-london.org.uk/iiif/009-00RV-0000/full/256,/0/default.jpg",Uncategorised,0
000-04OJ-0000,0.962125130687391,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00OQ-0000/full/256,/0/default.jpg",Uncategorised,0
000-04MQ-0000,0.9621221586926191,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-0033-0000/full/256,/0/default.jpg",Uncategorised,0
000-03JC-0000,0.9620918142132676,006-0018-0000,"https://media.ng-london.org.uk/iiif/009-009H-0000/full/256,/0/default.jpg",Uncategorised,0
000-03XK-0000,0.961560633652574,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00Z7-0000/full/256,/0/default.jpg",Uncategorised,0
000-08QU-0000,0.9610943069372944,006-0004-0000,"https://media.ng-london.org.uk/iiif/009-017K-0000/full/256,/0/default.jpg",Uncategorised,0
000-030W-0000,0.961084854212484,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01VB-0000/full/256,/0/default.jpg",Uncategorised,0
000-03JA-0000,0.9604299011985056,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01HI-0000/full/256,/0/default.jpg",Uncategorised,0
000-0BHG-0000,0.9603836025434904,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01UO-0000/full/256,/0/default.jpg",Uncategorised,0
000-03NQ-0000,0.9602359720665632,006-0018-0000,"https://media.ng-london.org.uk/iiif/009-00SK-0000/full/256,/0/default.jpg",Uncategorised,0
000-031V-0000,0.9602351852980632,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-0019-0000/full/256,/0/default.jpg",Uncategorised,0
000-03UE-0000,0.9602237082583353,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00XB-0000/full/256,/0/default.jpg",Uncategorised,0
000-04K1-0000,0.9601499903452444,006-0020-0000,"https://media.ng-london.org.uk/iiif/009-00AQ-0000/full/256,/0/default.jpg",Uncategorised,0
000-03QP-0000,0.9601231838648134,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01HQ-0000/full/256,/0/default.jpg",Uncategorised,0
000-04RS-0000,0.9599130363859648,006-002C-0000,"https://media.ng-london.org.uk/iiif/009-00IF-0000/full/256,/0/default.jpg",Uncategorised,0
000-04VB-0000,0.9598685327293834,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01UT-0000/full/256,/0/default.jpg",Uncategorised,0
000-0C1O-0000,0.959553580814862,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00CE-0000/full/256,/0/default.jpg",Uncategorised,0
000-04OP-0000,0.9595158552744169,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-005P-0000/full/256,/0/default.jpg",Uncategorised,0
000-02O3-0000,0.9594924178275804,006-001J-0000,"https://media.ng-london.org.uk/iiif/009-00IU-0000/full/256,/0/default.jpg",Uncategorised,0
000-03WL-0000,0.9593507930558594,006-002L-0000,"https://media.ng-london.org.uk/iiif/009-003S-0000/full/256,/0/default.jpg",Migration_Journeys_and_Exile,0
000-03LK-0000,0.9593312807451726,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-003A-0000/full/256,/0/default.jpg",Uncategorised,0
000-03MG-0000,0.9591905563499066,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-009V-0000/full/256,/0/default.jpg",Uncategorised,0
000-02RK-0000,0.9590623967605459,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00TS-0000/full/256,/0/default.jpg",Uncategorised,0
000-02Z1-0000,0.9590193681104372,006-0018-0000,"https://media.ng-london.org.uk/iiif/009-00G8-0000/full/256,/0/default.jpg",Uncategorised,0
000-01D8-0000,0.9589606796059652,006-0009-0000,"https://media.ng-london.org.uk/iiif/009-00J1-0000/full/256,/0/default.jpg",Monsters_and_Demons,0
000-04U2-0000,0.95869881682278,006-001A-0000,"https://media.ng-london.org.uk/iiif/009-00X1-0000/full/256,/0/default.jpg",Uncategorised,0
000-04LT-0000,0.9585682156129716,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-001F-0000/full/256,/0/default.jpg",Uncategorised,0
000-02UK-0000,0.9585421073127712,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00FX-0000/full/256,/0/default.jpg",Uncategorised,0
000-01A9-0000,0.9585004862431191,006-001N-0000,"https://media.ng-london.org.uk/iiif/009-002H-0000/full/256,/0/default.jpg",Contemporary_Style_and_Fashion,0
